1.0000,0.2000,2.0000,0.3104
1.0000,0.2000,4.0000,0.3847
1.0000,0.1000,2.0000,1.8647
1.0000,0.1000,4.0000,1.1629
1.0000,0.0600,2.0000,6.8943
1.0000,0.0600,4.0000,4.5392
1.0000,0.0500,2.0000,11.1853
1.0000,0.0500,4.0000,7.4780
1.0000,0.0400,2.0000,18.9048
1.0000,0.0400,4.0000,11.7971
1.5000,0.2000,2.0000,0.3678
1.5000,0.2000,4.0000,0.3177
1.5000,0.1000,2.0000,1.8875
1.5000,0.1000,4.0000,1.1464
1.5000,0.0600,2.0000,7.4772
1.5000,0.0600,4.0000,4.5728
1.5000,0.0500,2.0000,12.6179
1.5000,0.0500,4.0000,7.9987
1.5000,0.0400,2.0000,19.5114
1.5000,0.0400,4.0000,12.3230
2.0000,0.2000,2.0000,0.3808
2.0000,0.2000,4.0000,0.4328
2.0000,0.1000,2.0000,2.0708
2.0000,0.1000,4.0000,1.2074
2.0000,0.0600,2.0000,7.6657
2.0000,0.0600,4.0000,4.7723
2.0000,0.0500,2.0000,11.6910
2.0000,0.0500,4.0000,7.7937
2.0000,0.0400,2.0000,19.3964
2.0000,0.0400,4.0000,12.1179
