1.0000,0.2000,2.0000,0.1751;
1.0000,0.2000,4.0000,0.1531;
1.0000,0.1000,2.0000,0.2282;Die beiden gewählten sind die einzigen, die ein Ergebnis geliefert haben, aber beide nicht schön
1.0000,0.1000,4.0000,0.1751;
1.0000,0.0600,2.0000,0.4273;
1.0000,0.0600,4.0000,0.3643;
1.0000,0.0500,2.0000,0.5804;
1.0000,0.0500,4.0000,0.6395;
1.0000,0.0400,2.0000,1.2259;
1.0000,0.0400,4.0000,0.8316;
1.5000,0.2000,2.0000,0.2132;
1.5000,0.2000,4.0000,0.2152;
1.5000,0.1000,2.0000,0.2452;
1.5000,0.1000,4.0000,0.1841;
1.5000,0.0600,2.0000,0.3472;
1.5000,0.0600,4.0000,0.3903;
1.5000,0.0500,2.0000,0.5194;
1.5000,0.0500,4.0000,0.4563;
1.5000,0.0400,2.0000,1.0337;
1.5000,0.0400,4.0000,0.7776;
2.0000,0.2000,2.0000,0.1498;
2.0000,0.2000,4.0000,0.1431;
2.0000,0.1000,2.0000,0.2011;
2.0000,0.1000,4.0000,0.2282;
2.0000,0.0600,2.0000,0.3532;
2.0000,0.0600,4.0000,0.2722;
2.0000,0.0500,2.0000,0.5924;
2.0000,0.0500,4.0000,0.4153;
2.0000,0.0400,2.0000,1.0633;
2.0000,0.0400,4.0000,0.6905;
