1.0000,0.2000,2.0000,0.1421
1.0000,0.2000,4.0000,0.1541
1.0000,0.1000,2.0000,0.3318
1.0000,0.1000,4.0000,0.2051
1.0000,0.0600,2.0000,1.7012
1.0000,0.0600,4.0000,1.0988
1.0000,0.0500,2.0000,3.1723
1.0000,0.0500,4.0000,2.6319
1.0000,0.0400,2.0000,8.5791
1.0000,0.0400,4.0000,6.7318
1.5000,0.2000,2.0000,0.2152
1.5000,0.2000,4.0000,0.2082
1.5000,0.1000,2.0000,0.7365
1.5000,0.1000,4.0000,0.3533
1.5000,0.0600,2.0000,2.4978
1.5000,0.0600,4.0000,1.5471
1.5000,0.0500,2.0000,4.8394
1.5000,0.0500,4.0000,3.2343
1.5000,0.0400,2.0000,10.9798
1.5000,0.0400,4.0000,7.9086
2.0000,0.2000,2.0000,0.6685
2.0000,0.2000,4.0000,0.4353
2.0000,0.1000,2.0000,0.7035
2.0000,0.1000,4.0000,0.3803
2.0000,0.0600,2.0000,3.3434
2.0000,0.0600,4.0000,1.4080
2.0000,0.0500,2.0000,4.3521
2.0000,0.0500,4.0000,2.9891
2.0000,0.0400,2.0000,9.3977
2.0000,0.0400,4.0000,6.1914
