1.0000,0.2000,2.0000,0.1631
1.0000,0.2000,4.0000,0.1531
1.0000,0.1000,2.0000,0.3112
1.0000,0.1000,4.0000,0.2872
1.0000,0.0600,2.0000,1.7012
1.0000,0.0600,4.0000,1.1423
1.0000,0.0500,2.0000,4.5832
1.0000,0.0500,4.0000,2.7119
1.0000,0.0400,2.0000,9.0276
1.0000,0.0400,4.0000,5.7430
1.5000,0.2000,2.0000,0.3843
1.5000,0.2000,4.0000,0.3262
1.5000,0.1000,2.0000,0.4753
1.5000,0.1000,4.0000,0.6384
1.5000,0.0600,2.0000,3.1723
1.5000,0.0600,4.0000,1.5302
1.5000,0.0500,2.0000,4.6823
1.5000,0.0500,4.0000,2.7094
1.5000,0.0400,2.0000,9.1085
1.5000,0.0400,4.0000,5.6530
2.0000,0.2000,2.0000,0.2872
2.0000,0.2000,4.0000,0.2736
2.0000,0.1000,2.0000,0.4550
2.0000,0.1000,4.0000,0.3993
2.0000,0.0600,2.0000,2.8420
2.0000,0.0600,4.0000,1.7412
2.0000,0.0500,2.0000,4.8184
2.0000,0.0500,4.0000,2.6849
2.0000,0.0400,2.0000,9.0334
2.0000,0.0400,4.0000,5.7100
